Date,Pixel 1,Pixel 2,Pixel 3,Pixel 4,Pixel 5,Pixel 6,Pixel 7,Pixel 8,Pixel 9,Pixel 10,Pixel 11,Pixel 12,Pixel 13,Pixel 14,Pixel 15,Pixel 16,Pixel 17,Pixel 18,Pixel 19,Pixel 20,Pixel 21,Pixel 22,Pixel 23,Pixel 24,Pixel 25,Pixel 26,Pixel 27,Pixel 28,Pixel 29,Pixel 30,Pixel 31,Pixel 32,Pixel 33,Pixel 34,Pixel 35,Pixel 36,Pixel 37
22/12/2017,-0.001315,0.00067,0.006154,0.001424,0.001424,-0.002913,-0.005651,-0.001615,-0.011215,-0.011215,-0.002913,-0.002465,-0.006632,-0.011215,-0.011215,-0.010494,0.000772,0.000044,-0.006632,-0.004557,-0.002848,-0.002848,-0.005562,-0.008242,-0.001991,0.000263,0.000263,0.0017,0.006454,-0.001484,-0.001484,-0.002446,0.0017,0.0017,-0.001484,-0.002446,-0.001307
3/01/2018,-0.004966,-0.006925,-0.006975,-0.006595,-0.006595,0.000752,-0.005626,-0.014704,-0.013183,-0.013183,0.000752,-0.009895,-0.007595,-0.013183,-0.013183,-0.009629,0.003569,0.002572,-0.007595,-0.008532,-0.001923,-0.001923,-0.005038,-0.005072,-0.01341,-0.00133,-0.00133,-0.007374,0.002513,-0.0035,-0.0035,-0.004084,-0.007374,-0.007374,-0.0035,-0.004084,-0.007329
15/01/2018,-0.005172,-0.001862,-0.002468,-0.001404,-0.001404,-0.001812,0.00552,0.000177,-0.002395,-0.002395,-0.001812,-0.001507,-0.006204,-0.002395,-0.002395,0.000005,0.006182,0.006071,-0.006204,0.002472,0.001143,0.001143,-0.001575,-0.006195,-0.00084,-0.001539,-0.001539,-0.005589,0.003563,-0.004745,-0.004745,-0.006303,-0.005589,-0.005589,-0.004745,-0.006303,-0.002377
27/01/2018,0.001704,-0.008325,-0.003751,-0.005563,-0.005563,0.003761,-0.004844,-0.00959,-0.008686,-0.008686,0.003761,-0.003803,-0.010546,-0.008686,-0.008686,-0.003574,0.001588,-0.00584,-0.010546,-0.006835,-0.00255,-0.00255,-0.005364,-0.00047,-0.004966,-0.005537,-0.005537,0.002282,-0.002939,-0.006168,-0.006168,0.001252,0.002282,0.002282,-0.006168,0.001252,-0.00316
8/02/2018,-0.003201,-0.005126,0.001557,-0.008496,-0.008496,-0.003281,-0.004756,-0.011912,-0.003203,-0.003203,-0.003281,-0.008188,-0.00757,-0.003203,-0.003203,-0.006541,0.001198,-0.004247,-0.00757,0.000437,0.000371,0.000371,-0.003247,0.000524,0.001561,-0.006786,-0.006786,-0.008006,-0.002584,-0.004681,-0.004681,-0.003968,-0.008006,-0.008006,-0.004681,-0.003968,-0.007535
20/02/2018,-0.001336,-0.010205,-0.007478,-0.001812,-0.001812,-0.004431,-0.006366,-0.017099,-0.008595,-0.008595,-0.004431,-0.008318,-0.008133,-0.008595,-0.008595,-0.004268,-0.002736,-0.004887,-0.008133,-0.00417,-0.006077,-0.006077,-0.004253,-0.003321,0.001756,-0.002512,-0.002512,-0.0019,0.000514,-0.000069,-0.000069,-0.002831,-0.0019,-0.0019,-0.000069,-0.002831,-0.007538
4/03/2018,-0.009852,-0.004154,-0.006211,-0.006758,-0.006758,-0.016454,-0.005752,-0.005803,-0.001468,-0.001468,-0.016454,-0.010041,-0.004056,-0.001468,-0.001468,-0.008243,-0.000793,-0.010821,-0.004056,-0.005585,-0.003657,-0.003657,0.003299,0.000698,-0.00171,-0.017392,-0.017392,-0.005054,0.007601,-0.012105,-0.012105,-0.005612,-0.005054,-0.005054,-0.012105,-0.005612,-0.004709
16/03/2018,-0.004395,-0.008066,-0.004921,-0.003157,-0.003157,-0.008473,-0.005036,-0.011826,-0.004627,-0.004627,-0.008473,-0.006372,-0.013596,-0.004627,-0.004627,-0.005452,-0.001984,-0.00198,-0.013596,-0.001563,-0.00906,-0.00906,-0.004958,-0.003785,-0.007386,-0.006404,-0.006404,-0.004232,-0.010745,-0.005298,-0.005298,-0.004779,-0.004232,-0.004232,-0.005298,-0.004779,-0.006913
28/03/2018,-0.004179,-0.00936,-0.001653,-0.006503,-0.006503,0.001718,-0.011658,-0.010454,-0.011949,-0.011949,0.001718,-0.00107,-0.009179,-0.011949,-0.011949,-0.011667,-0.004872,-0.014235,-0.009179,-0.011673,-0.005644,-0.005644,-0.003981,-0.003183,0.008109,-0.00748,-0.00748,-0.017099,-0.002673,0.003731,0.003731,-0.00298,-0.017099,-0.017099,0.003731,-0.00298,-0.008319
9/04/2018,0.004648,-0.004459,-0.001177,-0.003318,-0.003318,-0.004709,0.004255,-0.010293,-0.006482,-0.006482,-0.004709,-0.005905,-0.007385,-0.006482,-0.006482,-0.007885,-0.003463,-0.003593,-0.007385,-0.002979,-0.004916,-0.004916,-0.001446,-0.005779,-0.007656,-0.007332,-0.007332,-0.005986,0.000278,-0.003895,-0.003895,-0.004294,-0.005986,-0.005986,-0.003895,-0.004294,-0.001835
21/04/2018,-0.002693,-0.004886,-0.006183,0.00209,0.00209,-0.007117,-0.004436,-0.009564,-0.007238,-0.007238,-0.007117,-0.00241,-0.017781,-0.007238,-0.007238,-0.004579,-0.001777,0.003135,-0.017781,-0.003483,-0.008043,-0.008043,-0.008227,-0.002746,-0.00411,-0.013376,-0.013376,-0.007613,-0.00117,-0.003613,-0.003613,-0.007373,-0.007613,-0.007613,-0.003613,-0.007373,-0.004381
3/05/2018,-0.003204,-0.003045,-0.007266,-0.001325,-0.001325,-0.004787,-0.002575,-0.006644,-0.016188,-0.016188,-0.004787,0.006463,-0.004172,-0.016188,-0.016188,-0.00955,0.000755,-0.005785,-0.004172,-0.006571,-0.005238,-0.005238,-0.011146,-0.003166,0.003264,-0.008222,-0.008222,0.002534,-0.003425,-0.004384,-0.004384,-0.008282,0.002534,0.002534,-0.004384,-0.008282,-0.007361
15/05/2018,-0.004021,-0.005316,-0.002332,-0.001485,-0.001485,-0.006088,-0.001637,-0.008442,-0.007297,-0.007297,-0.006088,0.001531,-0.004829,-0.007297,-0.007297,0.000361,-0.002436,-0.000961,-0.004829,-0.005621,-0.009682,-0.009682,-0.000721,-0.004301,0.004027,-0.005082,-0.005082,-0.005315,-0.00671,-0.002777,-0.002777,-0.004455,-0.005315,-0.005315,-0.002777,-0.004455,-0.000224
27/05/2018,-0.001143,-0.007819,0.002388,-0.002303,-0.002303,0.000754,-0.001815,-0.001288,-0.006744,-0.006744,0.000754,-0.009144,-0.005363,-0.006744,-0.006744,-0.005451,-0.001814,-0.002932,-0.005363,-0.002548,-0.004316,-0.004316,-0.003666,-0.005456,-0.007203,-0.01343,-0.01343,-0.008243,-0.003023,-0.006788,-0.006788,-0.006976,-0.008243,-0.008243,-0.006788,-0.006976,-0.008273
8/06/2018,-0.002988,-0.002461,0.000167,-0.00445,-0.00445,-0.00532,-0.010175,-0.008085,-0.002219,-0.002219,-0.00532,-0.001714,-0.008261,-0.002219,-0.002219,-0.008725,-0.001368,-0.002169,-0.008261,-0.008714,-0.004645,-0.004645,-0.00489,-0.011008,-0.003809,-0.004543,-0.004543,-0.000794,-0.003546,-0.005106,-0.005106,-0.001859,-0.000794,-0.000794,-0.005106,-0.001859,-0.004891
20/06/2018,-0.001986,-0.00403,0.000077,-0.00157,-0.00157,-0.003349,-0.000162,-0.007893,-0.008487,-0.008487,-0.003349,0.000153,-0.006918,-0.008487,-0.008487,-0.005327,0.001381,-0.003601,-0.006918,-0.000699,-0.005843,-0.005843,-0.005127,-0.002151,-0.006505,-0.008226,-0.008226,-0.001294,-0.001528,-0.006853,-0.006853,-0.002549,-0.001294,-0.001294,-0.006853,-0.002549,-0.003983
2/07/2018,-0.001984,-0.00785,-0.006509,-0.002917,-0.002917,0.000194,-0.008092,-0.014053,-0.010715,-0.010715,0.000194,-0.00087,-0.014494,-0.010715,-0.010715,-0.003908,-0.001255,-0.005183,-0.014494,-0.006375,-0.001682,-0.001682,-0.005387,0.002316,-0.009078,-0.009682,-0.009682,0.000977,0.002933,-0.005791,-0.005791,-0.002799,0.000977,0.000977,-0.005791,-0.002799,-0.009035
14/07/2018,-0.002489,-0.006042,-0.004627,-0.005279,-0.005279,-0.004926,-0.004281,-0.007601,0.001768,0.001768,-0.004926,0.002598,-0.00677,0.001768,0.001768,-0.004792,0.001685,-0.003006,-0.00677,-0.002757,-0.006487,-0.006487,-0.004276,-0.010548,-0.008663,-0.019013,-0.019013,-0.021568,0.000002,-0.012329,-0.012329,-0.006091,-0.021568,-0.021568,-0.012329,-0.006091,-0.020452
26/07/2018,-0.004792,-0.002479,-0.002925,-0.008923,-0.008923,-0.004925,-0.002769,-0.011298,-0.002964,-0.002964,-0.004925,-0.001889,-0.009977,-0.002964,-0.002964,-0.008238,-0.003584,-0.001569,-0.009977,-0.008704,-0.001459,-0.001459,-0.009188,-0.007989,-0.009841,-0.00815,-0.00815,-0.005264,0.001242,-0.001433,-0.001433,-0.009601,-0.005264,-0.005264,-0.001433,-0.009601,-0.012834
7/08/2018,-0.002797,-0.005573,-0.006032,-0.009391,-0.009391,-0.010799,-0.005958,-0.014236,-0.002432,-0.002432,-0.010799,0.001965,-0.024416,-0.002432,-0.002432,-0.014766,-0.00366,-0.008013,-0.024416,-0.006753,-0.01036,-0.01036,-0.001154,-0.003796,-0.014304,0.00084,0.00084,-0.00476,0.003645,-0.007152,-0.007152,-0.005369,-0.00476,-0.00476,-0.007152,-0.005369,-0.00281
19/08/2018,-0.004108,-0.000989,-0.004705,0.00396,0.00396,-0.010027,-0.001413,-0.004499,-0.002662,-0.002662,-0.010027,0.000368,0.000336,-0.002662,-0.002662,-0.001613,0.000521,-0.004774,0.000336,0.000434,0.005996,0.005996,0.001725,0.00512,-0.006271,-0.007176,-0.007176,-0.002855,-0.003356,-0.007448,-0.007448,-0.005599,-0.002855,-0.002855,-0.007448,-0.005599,-0.008325
31/08/2018,-0.007284,-0.00233,-0.006004,-0.004506,-0.004506,-0.006984,-0.006582,-0.011815,-0.00623,-0.00623,-0.006984,-0.003176,-0.010098,-0.00623,-0.00623,-0.006092,-0.001017,-0.010541,-0.010098,-0.013236,-0.009011,-0.009011,-0.007763,-0.005834,-0.012548,-0.00878,-0.00878,-0.010141,-0.009453,-0.001863,-0.001863,-0.007061,-0.010141,-0.010141,-0.001863,-0.007061,-0.009044
12/09/2018,-0.007159,-0.008399,-0.002666,-0.003373,-0.003373,-0.005305,-0.007347,-0.011121,-0.00379,-0.00379,-0.005305,-0.010963,-0.007649,-0.00379,-0.00379,-0.007489,-0.008882,-0.012572,-0.007649,-0.005215,-0.00412,-0.00412,-0.004713,-0.002701,-0.00727,-0.012754,-0.012754,-0.008368,-0.008815,-0.008439,-0.008439,-0.011387,-0.008368,-0.008368,-0.008439,-0.011387,-0.011091
24/09/2018,-0.004,-0.00681,-0.003389,-0.00618,-0.00618,-0.008114,-0.005054,-0.010284,-0.008217,-0.008217,-0.008114,-0.001592,-0.003435,-0.008217,-0.008217,-0.006432,-0.001379,0.01179,-0.003435,-0.000006,-0.001165,-0.001165,-0.003729,-0.004091,-0.015898,-0.008835,-0.008835,-0.003783,-0.001089,-0.00555,-0.00555,-0.009719,-0.003783,-0.003783,-0.00555,-0.009719,-0.005413
6/10/2018,-0.013889,-0.011448,-0.008016,-0.003,-0.003,-0.006083,-0.007674,-0.009179,-0.006551,-0.006551,-0.006083,-0.006584,-0.01442,-0.006551,-0.006551,-0.012083,-0.000242,-0.003105,-0.01442,-0.012334,-0.00679,-0.00679,-0.007569,-0.012624,-0.011735,-0.007723,-0.007723,-0.00463,0.006158,-0.005303,-0.005303,-0.006098,-0.00463,-0.00463,-0.005303,-0.006098,-0.013511
18/10/2018,-0.006495,-0.007877,-0.010645,-0.007967,-0.007967,-0.005209,-0.004234,-0.011877,-0.017274,-0.017274,-0.005209,-0.006347,-0.019011,-0.017274,-0.017274,-0.008497,-0.001552,-0.003252,-0.019011,-0.00678,-0.000067,-0.000067,-0.015772,-0.004996,-0.011105,-0.00694,-0.00694,0.001555,0.002867,0.001011,0.001011,-0.003203,0.001555,0.001555,0.001011,-0.003203,0.004683
30/10/2018,-0.006601,-0.013339,-0.003576,-0.008638,-0.008638,-0.006425,-0.000121,-0.009994,-0.009319,-0.009319,-0.006425,-0.002361,-0.007813,-0.009319,-0.009319,-0.003555,-0.001935,-0.001899,-0.007813,-0.015673,-0.005622,-0.005622,-0.014261,-0.015162,-0.011449,-0.009099,-0.009099,-0.010822,-0.008688,-0.01085,-0.01085,-0.010555,-0.010822,-0.010822,-0.01085,-0.010555,-0.014436
11/11/2018,-0.004822,-0.005551,-0.000163,-0.009333,-0.009333,-0.002358,-0.005577,-0.015578,-0.007336,-0.007336,-0.002358,-0.008787,-0.007761,-0.007336,-0.007336,-0.007735,-0.002035,-0.003868,-0.007761,-0.007949,-0.005775,-0.005775,-0.006514,-0.011499,-0.006775,-0.005299,-0.005299,-0.007666,0.000426,-0.009918,-0.009918,-0.010907,-0.007666,-0.007666,-0.009918,-0.010907,-0.010251
23/11/2018,-0.003717,-0.006411,-0.001872,-0.008664,-0.008664,-0.009053,-0.005803,-0.017924,-0.015244,-0.015244,-0.009053,-0.004012,-0.000538,-0.015244,-0.015244,-0.015434,-0.00493,-0.003061,-0.000538,-0.011002,-0.012341,-0.012341,-0.005709,-0.00705,-0.00991,-0.009239,-0.009239,-0.019389,-0.004126,-0.016936,-0.016936,-0.008154,-0.019389,-0.019389,-0.016936,-0.008154,-0.009964
5/12/2018,-0.008587,-0.00758,-0.0015,-0.009252,-0.009252,-0.00107,0.000636,-0.0206,-0.010956,-0.010956,-0.00107,-0.005307,-0.005279,-0.010956,-0.010956,-0.014399,-0.003535,0.00009,-0.005279,-0.010045,-0.007444,-0.007444,-0.005895,-0.010254,-0.012932,-0.014419,-0.014419,-0.013201,-0.003122,-0.010453,-0.010453,-0.009956,-0.013201,-0.013201,-0.010453,-0.009956,-0.021939
17/12/2018,-0.011763,-0.00362,-0.008163,-0.01076,-0.01076,-0.010565,-0.010686,-0.015122,-0.009929,-0.009929,-0.010565,-0.004248,-0.017413,-0.009929,-0.009929,-0.011858,-0.003257,-0.003214,-0.017413,-0.00736,-0.007247,-0.007247,-0.009263,-0.00557,-0.0091,-0.012679,-0.012679,-0.022188,-0.001291,-0.017034,-0.017034,-0.012321,-0.022188,-0.022188,-0.017034,-0.012321,-0.019245
29/12/2018,0.00306,-0.007618,0.003549,-0.006079,-0.006079,-0.001205,-0.004375,-0.013104,-0.00918,-0.00918,-0.001205,-0.00556,-0.015757,-0.00918,-0.00918,-0.011355,-0.004858,-0.013854,-0.015757,-0.010397,-0.001993,-0.001993,-0.006518,-0.004711,-0.019857,-0.023066,-0.023066,-0.009304,-0.00391,-0.00998,-0.00998,-0.006904,-0.009304,-0.009304,-0.00998,-0.006904,-0.006818
10/01/2019,-0.006623,-0.003818,-0.011437,-0.004416,-0.004416,-0.008755,-0.010546,-0.012744,-0.002879,-0.002879,-0.008755,-0.006805,-0.037164,-0.002879,-0.002879,-0.009297,0.003047,-0.004753,-0.037164,-0.008419,-0.007954,-0.007954,-0.001985,-0.015429,-0.001632,-0.004497,-0.004497,-0.012322,0.00361,-0.012497,-0.012497,-0.004738,-0.012322,-0.012322,-0.012497,-0.004738,-0.010645
22/01/2019,-0.005272,-0.013365,-0.015458,-0.008703,-0.008703,-0.009804,-0.011087,-0.01639,-0.020122,-0.020122,-0.009804,-0.006421,-0.018932,-0.020122,-0.020122,-0.023854,-0.007346,-0.011614,-0.018932,-0.028853,-0.012974,-0.012974,-0.018237,-0.010652,-0.022973,-0.018814,-0.018814,-0.010845,-0.005556,-0.007193,-0.007193,-0.00739,-0.010845,-0.010845,-0.007193,-0.00739,-0.011546
Easting,592350,592370,592390,592330,592350,592370,592390,592410,592310,592330,592350,592370,592390,592410,592430,592310,592330,592350,592370,592390,592410,592430,592310,592330,592350,592370,592390,592410,592430,592330,592350,592370,592390,592410,592350,592370,592390
Northing,7775210,7775210,7775210,7775190,7775190,7775190,7775190,7775190,7775170,7775170,7775170,7775170,7775170,7775170,7775170,7775150,7775150,7775150,7775150,7775150,7775150,7775150,7775130,7775130,7775130,7775130,7775130,7775130,7775130,7775110,7775110,7775110,7775110,7775110,7775090,7775090,7775090
