,19/08/2017,31/08/2017,12/09/2017,24/09/2017,6/10/2017,18/10/2017,30/10/2017,11/11/2017,23/11/2017,5/12/2017,17/12/2017,29/12/2017,10/01/2018,22/01/2018,3/02/2018,15/02/2018,27/02/2018,11/03/2018,23/03/2018,4/04/2018,16/04/2018,28/04/2018,10/05/2018,22/05/2018,3/06/2018,15/06/2018,27/06/2018,9/07/2018,21/07/2018,2/08/2018,14/08/2018,26/08/2018,7/09/2018,19/09/2018,1/10/2018,13/10/2018,25/10/2018,6/11/2018,18/11/2018,30/11/2018,12/12/2018,24/12/2018,5/01/2019,17/01/2019,X,Y,Count,Nbhd
Pixel.35,-0.000435,-0.001443,0.006794,-0.00052,-0.00396,-0.001015,-0.000177,-0.003436,-0.003173,-0.005735,-0.003369,-0.0085,-0.000142,-0.010743,-0.009175,-0.009776,-0.014852,-0.008106,-0.008494,-0.015899,-0.009102,-0.008438,-0.008759,-0.012972,-0.014365,-0.009633,-0.008321,-0.015526,-0.01526,-0.01479,-0.009637,-0.012955,-0.016601,-0.014963,-0.017173,-0.011209,-0.013677,-0.01781,-0.01935,-0.024058,-0.022648,-0.014413,-0.014835,-0.018746,592070,7775030,1,5
Pixel.372,-0.001527,-0.000984,-4.90E-05,0.003695,0.000515,-0.005596,-0.000835,-0.000162,-0.010989,-0.000519,0.002579,-0.009888,-0.002691,-0.001225,-0.006537,-0.006034,-0.001899,-0.002905,-0.006362,-0.0061,-0.006154,-0.002193,-0.002601,-0.009275,-0.004859,-0.005104,-0.003612,-0.006279,-0.007593,-0.013097,-0.006836,-0.008721,-0.012181,-0.012128,-0.009802,-0.006406,-0.005451,-0.011272,-0.007464,-0.010194,-0.00618,-0.013178,-0.007812,-0.016328,592050,7775010,6,5
Pixel.381,0.002838,0.001788,0.003084,0.002956,0.001639,-0.001744,-0.002366,-0.002409,-0.003834,-0.003772,-0.004034,-0.009437,-0.005536,-0.005907,-0.009188,-0.006344,-0.010371,-0.006666,-0.01086,-0.008482,-0.009038,-0.006968,-0.006412,-0.010404,-0.009685,-0.008112,-0.008207,-0.011277,-0.011488,-0.009249,-0.010305,-0.010736,-0.014644,-0.010748,-0.011195,-0.004982,-0.008676,-0.012484,-0.01216,-0.013944,-0.012683,-0.010418,-0.011261,-0.012539,592070,7775010,1,5
Pixel.311,-4.60E-05,0.004449,-0.005845,0.002416,0.005955,-0.00338,0.002133,-0.000232,0.000287,-0.007975,-0.001172,-0.002707,0.00044,-0.001381,-0.000329,-0.000989,-0.006463,-4.40E-05,-0.005009,-0.000412,-0.005011,-0.005569,-0.000907,-0.006086,-0.000891,-0.003156,-0.002887,-0.007877,-0.008731,-0.006607,-0.002261,-0.007667,-0.003874,-0.005849,-0.004199,-4.30E-05,-0.007387,-0.009952,-0.012385,-0.010034,-0.009329,-0.006694,-0.006473,-0.008105,592390,7775210,2,6
Pixel.47,0.001154,-0.001122,-0.004033,0.01708,0.002344,-0.001125,-0.003323,-0.004109,-0.00949,-0.012719,0.005811,-0.002312,-0.006197,0.002509,-0.007891,-0.008004,-0.00728,-0.006182,-0.007204,-0.01033,-0.006064,-0.010977,-0.004631,0.002262,-0.009857,-0.000188,-0.005249,-0.007028,-0.004057,-0.00248,-0.005681,-0.006451,-0.008277,-0.004912,-0.005303,-0.00234,-0.014032,-0.018605,-0.009361,-0.015106,-0.007452,-0.006438,-0.013756,-0.015741,592330,7775190,1,6
Pixel.52,0.000917,-0.005813,-0.002505,0.016541,0.003105,0.006316,0.005358,-0.005375,0.000638,-0.010834,-0.006554,-0.005575,-0.003785,-0.000298,-0.00872,-0.002505,0.002585,-0.008947,-0.009403,-0.002471,-0.011106,-0.011034,-0.009379,-0.0086,-0.010661,-0.011977,-0.011144,-0.023508,-0.007227,0.000913,-0.012713,-0.01231,-0.010157,-0.00886,-0.00604,0.000802,-0.018372,-0.011786,-0.008723,-0.027249,-0.012019,-0.018238,-0.012973,-0.013478,592350,7775190,1,6
Pixel.83,-0.002426,-0.004134,-0.001506,0.004192,-0.001161,0.005329,0.002712,-0.005426,-0.013444,-0.006042,-0.002409,-0.003393,-0.009207,-0.002044,-0.008531,-0.006562,0.009184,-0.010613,-0.012285,-0.008403,-0.009151,-0.014152,-0.006915,-0.013207,-0.004944,-0.007383,-0.01142,-0.01586,-0.016924,0.0071,-0.006622,-0.012402,-0.010705,-0.011588,-0.012313,-0.015936,-0.016826,-0.01368,-0.01105,-0.007454,-0.016577,-0.024798,-0.016626,-0.021272,592410,7775190,2,6
Pixel.93,0.000796,-0.001305,0.005086,-0.014835,-0.000127,0.006682,-0.003996,-0.000379,-0.002974,-0.00649,0.003298,0.004235,-0.003334,-0.002516,-0.005915,-0.004291,-0.007523,-0.008578,-0.000702,-0.003103,-0.00344,-0.004616,-0.00351,-0.002495,-0.003563,-0.006134,-0.009245,-0.022115,-0.013017,-0.014646,-0.01321,-0.01038,-0.014922,-0.008777,-0.004599,-0.010558,-0.010822,-0.008358,-0.011153,-0.01337,-0.013818,-0.003705,-0.011819,-0.017777,592310,7775170,2,6
Pixel.101,0.003742,-0.00573,-0.010727,0.002105,0.006034,0.002876,0.005135,-0.00497,-0.003071,-0.007794,-0.003882,-0.002885,-0.005717,-0.002188,-0.008462,-0.003493,-0.000684,0.000941,-0.006284,-0.000533,-0.012563,-0.006444,-0.005082,-0.003888,0.000371,-0.00371,-0.008663,-0.016243,-0.007548,-0.008041,-0.006711,-0.012446,-0.006536,-0.008031,-0.009662,0.002467,-0.013342,-0.010446,-0.008688,-0.006509,-0.010764,-0.012412,-0.011677,-0.020985,592330,7775170,2,6
Pixel.14,0.00274,0.000419,-0.003926,0.025864,0.00583,-0.00164,-0.004175,-0.006773,-0.006951,-0.004323,-0.002649,0.003048,-0.003854,-0.003024,-0.001767,-0.006982,-0.01027,-0.002221,-0.006803,-0.00119,-0.007669,-0.005716,-0.010203,-0.010607,-0.00272,-0.005385,-0.008888,-0.020116,-0.012936,-0.009301,-0.013859,-0.014319,-0.003124,-0.006656,-0.003883,-0.014423,-0.01332,-0.009811,-0.006228,-0.015342,-0.011085,-0.015434,-0.00751,-0.000557,592410,7775170,2,6
Pixel.151,0.005305,0.009625,-0.005334,0.012133,3.70E-05,-0.008099,-0.00221,-0.008908,-0.002607,0.000634,-0.003404,0.003357,-0.00264,0.006663,-0.003463,0.003054,-0.003782,-0.001639,-0.003008,-0.000974,-0.005482,-0.005312,-0.003186,-0.006751,0.000781,0.000623,-0.001731,-0.010886,-0.007268,-0.008245,0.000923,-0.004471,0.00105,0.001781,-0.004525,-0.003557,-0.010942,-0.00955,-0.006532,-0.005652,-0.010393,-0.004805,-0.000717,-0.012903,592430,7775170,3,6
Pixel.163,-0.006141,-0.001623,-0.006364,0.010575,0.000615,0.00434,0.002948,-0.002128,-0.001164,-0.001175,-0.002382,0.002551,0.00187,0.002574,-0.003676,-0.002565,-0.007067,0.000904,-0.000963,-0.001194,-0.001697,-0.002565,-0.004476,-0.006278,-0.002049,-0.01045,-0.008544,-0.020481,0.001743,-0.001043,0.002949,0.00212,0.001663,0.003813,-0.002671,0.010169,-0.001655,0.001938,-0.004939,-0.006014,-0.006322,0.005121,-0.006699,-0.006407,592310,7775150,8,6
Pixel.192,-0.002747,-0.004691,-0.004327,0.001598,0.002656,0.004413,0.002356,-0.007735,0.013138,-0.001215,-0.002812,0.000749,-0.000953,0.000387,-0.004643,-0.00823,-0.003395,-0.002001,-0.006697,-0.001902,-0.001088,-0.006073,0.004871,-0.003874,0.007235,-0.006409,-0.002839,-0.00441,0.002793,-0.0048,-0.003079,-0.007691,-0.006293,0.002577,-0.001893,-0.005697,-0.007798,-0.003957,-0.005117,-0.004246,-0.009294,-0.010155,-0.004951,-0.009436,592370,7775150,5,6
Pixel.213,0.003502,0.010173,0.004659,-0.002831,0.001858,-0.004173,-0.01077,-0.005091,-0.003602,0.001524,-0.000134,5.40E-05,0.006515,-0.004407,-0.010999,-0.000453,-0.006406,-0.002168,0.003991,0.002598,-0.002923,-0.000579,-0.00289,-0.007337,-0.004249,-0.004979,-0.002539,-0.015381,-0.007319,-0.006876,-0.001317,-0.008648,-0.01147,0.003138,-0.009186,-0.004962,-0.004195,-0.000632,-0.003571,-0.006381,-0.004004,-0.00584,-0.00589,-0.010005,592410,7775150,6,6
Pixel.221,-0.002399,0.005699,-0.010046,0.000169,0.003006,0.000591,-0.006626,-0.005035,-0.003522,-0.005181,0.006454,0.002513,0.003563,-0.002939,-0.002584,0.000514,0.007601,-0.010745,-0.002673,0.000278,-0.00117,-0.003425,-0.00671,-0.003023,-0.003546,-0.001528,0.002933,2.00E-06,0.001242,0.003645,-0.003356,-0.009453,-0.008815,-0.001089,0.006158,0.002867,-0.008688,0.000426,-0.004126,-0.003122,-0.001291,-0.00391,0.00361,-0.005556,592430,7775150,7,6
Pixel.281,0.007881,0.002739,-0.007822,-0.00537,0.001365,0.001105,-0.006258,-0.001035,0.007742,-0.005404,0.0017,-0.007374,-0.005589,0.002282,-0.008006,-0.0019,-0.005054,-0.004232,-0.017099,-0.005986,-0.007613,0.002534,-0.005315,-0.008243,-0.000794,-0.001294,0.000977,-0.021568,-0.005264,-0.00476,-0.002855,-0.010141,-0.008368,-0.003783,-0.00463,0.001555,-0.010822,-0.007666,-0.019389,-0.013201,-0.022188,-0.009304,-0.012322,-0.010845,592410,7775130,2,6
Pixel.322,0.002476,0.000972,-0.003505,0.002821,0.004282,0.009152,-0.00074,-0.00275,-0.000933,-0.005547,-0.002446,-0.004084,-0.006303,0.001252,-0.003968,-0.002831,-0.005612,-0.004779,-0.00298,-0.004294,-0.007373,-0.008282,-0.004455,-0.006976,-0.001859,-0.002549,-0.002799,-0.006091,-0.009601,-0.005369,-0.005599,-0.007061,-0.011387,-0.009719,-0.006098,-0.003203,-0.010555,-0.010907,-0.008154,-0.009956,-0.012321,-0.006904,-0.004738,-0.00739,592370,7775110,1,6
